Title,Location,Bedrooms,Bathrooms,House Size,Price,Property Type,Listing Date,Amenities,size_value,size_unit,size_sqft,Price_per_sqft,Amenities_count,Listing Month,Listing Month Name,Listing Year,distance_to_cbd_km
3 Bedroom Apartment / Flat,westlands,3.0,4.5,155 m²,24600000,Apartment / Flat,2026-02-20,"400 m fully equipped gym, 17acre shopping mall, heated indoor  outdoor swimming pool, indoor  outdoor kids playgrounds, recreation club, yoga room, reading lounge  coworking space, coffee bar, 24hour security  cctv, borehole water with purifier, full backup generator",155.0,m²,1668.4,14744.67,11,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,65 m²,6500000,Apartment / Flat,2026-02-18,none,65.0,m²,699.65,9290.36,1,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,110 m²,11800000,Apartment / Flat,2026-02-16,"plumeria residency is located at the intersection of riara road and, it is in close proximity to shopping facilities such as the junction mall, , the development comprises of affordable and spacious, project features, full backup generator, wellequipped gym, heated swimming pool, childrens play area, borehole water high, speed lifts, circular runway",110.0,m²,1184.03,9965.96,12,2,February,2026,4.936608046681177
2 Bedroom Apartment / Flat,riverside,2.0,2.0,114 m²,13600000,Apartment / Flat,2026-02-16,"1 bedroom 6081  from ksh 72m to 1092m, 2 bedroom  block c 84  from ksh 1008m to 1092m, 2 bedroom  block b 114117  from ksh 1368m to 1521m, 2 bedroom  dsq  block a 129  from ksh 1561m to 1677m, 3 bedroom  block a 174  from ksh 2105m to 2262m, swimming pool, fully equipped gym, backup generator, borehole  reliable water supply, highspeed lifts, 247 security, cctv  access control, childrens play area, balcony with scenic, modern kitchen  premium finishes, green landscaped spaces, residents lounge  social areas",114.0,m²,1227.08,11083.22,17,2,February,2026,5.982157225591536
3 Bedroom Apartment / Flat,westlands,3.0,3.0,155 m²,21714000,Apartment / Flat,2026-02-16,none,155.0,m²,1668.4,13014.86,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,riverside,1.0,1.0,60 m²,7200000,Apartment / Flat,2026-02-16,"1 bedroom 6081  from ksh 72m to 1092m, 2 bedroom  block c 84  from ksh 1008m to 1092m, 2 bedroom  block b 114117  from ksh 1368m to 1521m, 2 bedroom  dsq  block a 129  from ksh 1561m to 1677m, 3 bedroom  block a 174  from ksh 2105m to 2262m, swimming pool, fully equipped gym, backup generator, borehole  reliable water supply, highspeed lifts, 247 security, cctv  access control, childrens play area, balcony with scenic, modern kitchen  premium finishes, green landscaped spaces, residents lounge  social areas",60.0,m²,645.83,11148.44,17,2,February,2026,5.982157225591536
2 Bedroom House,westlands,2.0,3.0,110 m²,13000000,House,2026-02-17,"fully equipped modern gym, swimming pool for relaxation and recreation, spacious balconies for fresh air and outdoor living, highspeed elevators for everyday convenience, cctv surveillance and intercom systems for security, prices and variety units, prime location, sarit centre  5 minutes, westgate mall  6 minutes, chiromo lane medical centre  8 minutes",110.0,m²,1184.03,10979.45,10,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,67 m²,8100000,Apartment / Flat,2026-02-12,"fully equipped gym stay fit and healthy, backup generator uninterrupted power supply with our reliable backup generator, shower locker room convenient and secure locker room facilities, yoga room enhance your wellbeing in our serene yoga room, two heated swimming pools, cctv surveillance experience peace of mind with 247 cctv surveillance, indoor kid play area, borehole water supply reliable water supply, intercom system, reception area, indoor relaxing room, outdoor relaxing area, rooftop public bbq area, rooftop view restaurant, electric fence, seamlessly blends luxury, convenience, and an unbeatable location secure your unit today, completion date q3 2027, ",67.0,m²,721.18,11231.59,20,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,48 m²,6200000,Apartment / Flat,2026-02-16,"heated rooftop infinity pool with skyline  forest views, aerial gym, yoga room  game room, mini mart, caf, rooftop bar, and lounge, concierge, 247 cctv surveillance  full backup generator, 10 highspeed elevators, rooftop experiences, including mini golf, cinema, and padel court, studios  48 sqm, 1bedroom units, 1bedroom  study  87 sqm, 2bedroom units, 3bedroom  dsq units, penthouses, available on request",48.0,m²,516.67,11999.92,21,2,February,2026,5.654414563146205
3 Bedroom Apartment / Flat,lavington,3.0,4.0,781 m²,30000000,Apartment / Flat,2026-02-10,"stateoftheart security systems, including 247 surveillance for peace of mind, fully equipped gym for convenient, onsite workouts, swimming pool ideal for relaxation and recreation, childrens play area, providing a safe space for family fun, rooftop lounge deck for leisure and entertaining with panoramic views, prime location advantages, situated in an exclusive and serene lavington neighborhood, close to top schools, shopping centers, hospitals, and recreational facilities, easy access to major roads and transport routes, combining privacy with convenience",781.0,m²,8406.61,3568.62,16,2,February,2026,5.324669724932856
1 Bedroom Apartment / Flat,mirema,1.0,1.0,74 m²,5200000,Apartment / Flat,2026-02-19,none,74.0,m²,796.53,6528.32,1,2,February,2026,10.697190847879673
3 Bedroom Apartment / Flat,westlands,3.0,3.0,160 m²,24400000,Apartment / Flat,2026-02-16,"heated indoor  outdoor swimming pools, fully equipped modern gym  yoga studio, cinema room for residents, childrens indoor  outdoor playgrounds, coffee bar, lounge  recreation club, coworking  reading spaces, 17acre shopping mall within the development, borehole water  purification system, full backup generator, highspeed lifts, 247 security with cctv surveillance, prime location advantages, living at aone pandora places you minutes away from, sarit centre  westgate mall, top international schools, leading hospitals  medical centres, restaurants, cafs  nightlife hubs, easy access to cbd, riverside  parklands, perfect for, airbnb investment, families seeking modern gated living, buyers targeting strong property appreciation",160.0,m²,1722.22,14167.76,25,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,67 m²,9000000,Apartment / Flat,2026-02-08,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",67.0,m²,721.18,12479.55,6,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,110 m²,10700000,Apartment / Flat,2026-02-20,"fully equipped gym, swimming pool, highspeed lifts, backup generator for common areas, borehole  reliable water supply, childrens play area, cctv surveillance  247 security, yaya centre, prestige plaza, international schools, hospitals  medical centres, restaurants, cafs  lifestyle hubs, schedule your viewing today",110.0,m²,1184.03,9036.93,14,2,February,2026,4.936608046681177
3 Bedroom Apartment / Flat,kileleshwa,3.0,3.0,136 m²,12500000,Apartment / Flat,2026-02-08,"fully equipped gym, swimming pool, childrens play zone, highspeed lifts, 247 cctv surveillance  electric fencing, visual intercom system, backup generator, borehole  large water storage, prime location  accessibility, the project is conveniently located in kileleshwa, providing easy access to, shopping lavington mall 5 min, yaya centre 5 min, schools cavina school, light academy, french school, close to total petrol station, kileleshwa, why choose this project, modern architecture with luxury finishes, prime kileleshwa location close to malls, schools, and medical centers",136.0,m²,1463.89,8538.89,23,2,February,2026,3.997772791838036
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,65 m²,6900000,Apartment / Flat,2026-02-07,"modern living spacious apartments designed for ultimate comfort and style, security and convenience advanced security features and reliable utilities",65.0,m²,699.65,9862.07,2,2,February,2026,3.997772791838036
1 Bedroom Apartment / Flat,westlands,1.0,1.0,56 m²,6800000,Apartment / Flat,2026-02-16,"rooftop infinity swimming pool  leisure deck, fully equipped modern gym  wellness centre, sky lounge and rooftop caf, coworkingbusiness lounge spaces, grand doubleheight entrance lobby, highspeed lifts, 247 security with cctv surveillance, prime location benefits, living at luminara places you minutes away from, major shopping malls  supermarkets, international schools  universities, top hospitals  medical centres, restaurants, cafs  entertainment hubs, easy access to cbd, riverside  parklands, perfect for, young professionals  expatriates, airbnb investment opportunity",56.0,m²,602.78,11281.06,19,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,111 m²,10400000,Apartment / Flat,2026-02-04,"58 sqm  ksh 58m, 64 sqm  ksh 63m, 66 sqm  ksh 65m, 82 sqm  ksh 82m, 111 sqm  ksh 104m, 119 sqm  ksh 112m, 128 sqm  ksh 125m, 135 sqm  ksh 127m, 136 sqm  ksh 128m, infinity swimming pool, fully equipped gym  yoga studio, kids play area, coffee bar, massage  wellness room, borehole  full backup generator, prime kileleshwa location, high rental demand  excellent roi, spacious layouts with elegant interiors, peaceful, green surroundings with easy city access",111.0,m²,1194.79,8704.46,20,2,February,2026,3.997772791838036
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,74 m²,7600000,Apartment / Flat,2026-02-20,"heated swimming pool, fully equipped gym, highspeed lifts, backup generator common areas, borehole  ample water storage, childrens play area, 247 security with cctv  access control, yaya centre, prestige plaza, international schools, top hospitals, restaurants  cafs, book your viewing today",74.0,m²,796.53,9541.39,13,2,February,2026,4.936608046681177
2 Bedroom Apartment / Flat,westlands,2.0,3.0,125 m²,13900000,Apartment / Flat,2026-02-08,none,125.0,m²,1345.49,10330.81,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,58 m²,5800000,Apartment / Flat,2026-02-04,"58 sqm  ksh 58m, 64 sqm  ksh 63m, 66 sqm  ksh 65m, 82 sqm  ksh 82m, 111 sqm  ksh 104m, 119 sqm  ksh 112m, 128 sqm  ksh 125m, 135 sqm  ksh 127m, 136 sqm  ksh 128m, infinity swimming pool, fully equipped gym  yoga studio, kids play area, coffee bar, massage  wellness room, borehole  full backup generator, prime kileleshwa location, high rental demand  excellent roi, spacious layouts with elegant interiors, peaceful, green surroundings with easy city access",58.0,m²,624.31,9290.26,20,2,February,2026,3.997772791838036
2 Bedroom Apartment / Flat,syokimau,2.0,2.0,110 m²,8000000,Apartment / Flat,2026-02-16,none,110.0,m²,1184.03,6756.59,1,2,February,2026,13.59692712262327
2 Bedroom Apartment / Flat,westlands,2.0,3.0,130 m²,14450000,Apartment / Flat,2026-02-04,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",130.0,m²,1399.31,10326.52,6,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,westlands,2.0,3.0,109 m²,14000000,Apartment / Flat,2026-02-16,none,109.0,m²,1173.27,11932.46,1,2,February,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.5,168 m²,21800000,Apartment / Flat,2026-02-04,"heated rooftop infinity pool with skyline  forest views, aerial gym, yoga room  game room, mini mart, caf, rooftop bar, and lounge, concierge, 247 cctv surveillance  full backup generator, 10 highspeed elevators, rooftop experiences, including mini golf, cinema, and padel court, studios  48 sqm, 1bedroom units, 1bedroom  study  87 sqm, 2bedroom units, 3bedroom  dsq units, penthouses, available on request",168.0,m²,1808.34,12055.26,21,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,48 m²,6200000,Apartment / Flat,2026-02-04,"heated rooftop infinity pool with skyline  forest views, aerial gym, yoga room  game room, mini mart, caf, rooftop bar, and lounge, concierge, 247 cctv surveillance  full backup generator, 10 highspeed elevators, rooftop experiences, including mini golf, cinema, and padel court, studios  48 sqm, 1bedroom units, 1bedroom  study  87 sqm, 2bedroom units, 3bedroom  dsq units, penthouses, available on request",48.0,m²,516.67,11999.92,21,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,119 m²,12000000,Apartment / Flat,2026-02-08,"modern living spacious apartments designed for ultimate comfort and style, security and convenience advanced security features and reliable utilities",119.0,m²,1280.9,9368.41,2,2,February,2026,3.997772791838036
2 Bedroom Apartment / Flat,westlands,2.0,3.0,130 m²,14450000,Apartment / Flat,2026-02-02,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",130.0,m²,1399.31,10326.52,6,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,westlands,2.0,2.0,100 m²,20000000,Apartment / Flat,2026-02-19,none,100.0,m²,1076.39,18580.63,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,67 m²,8100000,Apartment / Flat,2026-01-31,"fully equipped gym stay fit and healthy, backup generator uninterrupted power supply with our reliable backup generator, shower locker room convenient and secure locker room facilities, yoga room enhance your wellbeing in our serene yoga room, two heated swimming pools, cctv surveillance experience peace of mind with 247 cctv surveillance, indoor kid play area, borehole water supply reliable water supply, intercom system, reception area, indoor relaxing room, outdoor relaxing area, rooftop public bbq area, rooftop view restaurant, electric fence, seamlessly blends luxury, convenience, and an unbeatable location secure your unit today, completion date q3 2027, ",67.0,m²,721.18,11231.59,20,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,76 m²,9000000,Apartment / Flat,2026-01-31,"fully equipped gym stay fit and healthy, backup generator uninterrupted power supply with our reliable backup generator, shower locker room convenient and secure locker room facilities, yoga room enhance your wellbeing in our serene yoga room, two heated swimming pools, cctv surveillance experience peace of mind with 247 cctv surveillance, indoor kid play area, borehole water supply reliable water supply, intercom system, reception area, indoor relaxing room, outdoor relaxing area, rooftop public bbq area, rooftop view restaurant, electric fence, seamlessly blends luxury, convenience, and an unbeatable location secure your unit today, completion date q3 2027, ",76.0,m²,818.06,11001.64,20,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,58 m²,8000000,Apartment / Flat,2026-01-29,"heated rooftop pool with panoramic city views, stateoftheart gym  wellness suite, vr golf simulator  exclusive private cinema, residents lounge  professional business meeting spaces, trendy coffee shop  lounge bar, onsite mini mart  pharmacy for ultimate convenience, kids play area  indoor gaming zone, full power backup, borehole water supply, and high security, ideal for living or letting, book a site visit or get more info now  254 787 855 213",58.0,m²,624.31,12814.15,12,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.0,160 m²,24400000,Apartment / Flat,2026-02-18,"heated indoor  outdoor swimming pools, fully equipped modern gym  yoga studio, cinema room for residents, childrens indoor  outdoor playgrounds, coffee bar, lounge  recreation club, coworking  reading spaces, 17acre shopping mall within the development, borehole water  purification system, full backup generator, highspeed lifts, 247 security with cctv surveillance, prime location advantages, living at aone pandora places you minutes away from, sarit centre  westgate mall, top international schools, leading hospitals  medical centres, restaurants, cafs  nightlife hubs, easy access to cbd, riverside  parklands, perfect for, airbnb investment, families seeking modern gated living, buyers targeting strong property appreciation",160.0,m²,1722.22,14167.76,25,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,syokimau,2.0,2.0,98 m²,7800000,Apartment / Flat,2026-02-13,"olympicsize swimming pool, rooftop caf lounge, equipped gym  childrens play area, backup generator, borehole  supermarket, completion december 2025, whether youre buying for yourself or investing in rental income, these apartments in syokimau offer unbeatable value",98.0,m²,1054.86,7394.35,8,2,February,2026,13.59692712262327
1 Bedroom Apartment / Flat,westlands,1.0,1.0,67 m²,9000000,Apartment / Flat,2026-01-28,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",67.0,m²,721.18,12479.55,6,1,January,2026,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,96 m²,10550000,Apartment / Flat,2026-02-14,"68 sqm at kshs 715 million, 94 sqm at kshs 103 million  master ensuite, 96 sqm at kshs 1055 million  master ensuite, 100 sqm at kshs 11 million  master ensuite, 135 sqm at kshs 148 million  two ensuite, 173 sqm at kshs 189 million  all ensuite plus dsq",96.0,m²,1033.33,10209.71,6,2,February,2026,4.936608046681177
3 Bedroom Apartment / Flat,westlands,3.0,4.0,198 m²,22550000,Apartment / Flat,2026-01-30,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",198.0,m²,2131.25,10580.65,6,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,2.0,400 m²,19000000,Apartment / Flat,2026-02-12,"reliable borehole water supply, fully equipped modern gym, highspeed lifts, 24hour cctv surveillance, full backup generator, childrens play zone, heated swimming pool, steam and sauna facilities, onsite restaurant and caf, elegant lounge for social or business gatherings",400.0,m²,4305.56,4412.9,10,2,February,2026,5.654414563146205
Apartment / Flat,kilimani,3.0,1.0,45 m²,5500000,Apartment / Flat,2026-01-28,none,45.0,m²,484.38,11354.72,1,1,January,2026,4.936608046681177
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,122 m²,15600000,Apartment / Flat,2026-02-01,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",122.0,m²,1313.2,11879.38,16,2,February,2026,4.936608046681177
3 Bedroom Apartment / Flat,lavington,3.0,4.0,100 m²,15000000,Apartment / Flat,2026-02-17,"residents enjoy access to a wide range of highquality facilities that elevate everyday living, fully equipped gym and wellness centre, swimming pool for leisure and fitness, childrens play area in a safe environment, reliable borehole water supply with an integrated purification system, highspeed lifts across all towers, cctv surveillance and visual intercom systems, 24hour professional security services, a modern lifestyle destination where convenience, comfort, and value come together seamlessly",100.0,m²,1076.39,13935.47,11,2,February,2026,5.324669724932856
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,55 m²,6500000,Apartment / Flat,2026-01-26,"elevators, events center, kids play area, lights fixtures, fitted kitchens",55.0,m²,592.01,10979.54,5,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,westlands,1.0,1.0,68 m²,8940000,Apartment / Flat,2026-01-27,"highspeed lifts 2 per block for seamless movement, heated swimming pool enjoy yearround luxury, kids play area safe and fun for children, caf relax and unwind, yoga studio wellness at your doorstep, cctv surveillance 247 security monitoring, water borehole reliable water supply, mini shop convenience within the residence, control room enhanced security and monitoring, modern, highquality finishing crafted for luxury, seamlessly blends luxury, convenience, and an unbeatable location, secure your unit today completion date q3 2027, payment",68.0,m²,731.95,12213.95,16,1,January,2026,5.654414563146205
4 Bedroom House,runda,4.0,5.0,300 m²,35000000,House,2026-02-03,book a viewing today and take the first step toward living the life you deserve,300.0,m²,3229.17,10838.7,1,2,February,2026,7.1341334164838
2 Bedroom Apartment / Flat,westlands,2.0,2.0,198 m²,12850000,Apartment / Flat,2026-02-11,none,198.0,m²,2131.25,6029.33,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,60 m²,6900000,Apartment / Flat,2026-01-26,"elevators, events center, kids play area, lights fixtures, fitted kitchens",60.0,m²,645.83,10683.93,5,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,kilimani,3.0,4.0,182 m²,24000000,Apartment / Flat,2026-02-01,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",182.0,m²,1959.03,12250.96,16,2,February,2026,4.936608046681177
3 Bedroom Apartment / Flat,westlands,3.0,4.0,198 m²,22550000,Apartment / Flat,2026-01-28,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",198.0,m²,2131.25,10580.65,6,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.5,155 m²,24600000,Apartment / Flat,2026-01-24,"400 m fully equipped gym, 17acre shopping mall, heated indoor  outdoor swimming pool, indoor  outdoor kids playgrounds, recreation club, yoga room, reading lounge  coworking space, coffee bar, 24hour security  cctv, borehole water with purifier, full backup generator",155.0,m²,1668.4,14744.67,11,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,70 m²,9200000,Apartment / Flat,2026-01-24,"kids play area, highspeed lifts, fully equipped gym, swimming pool, power backup generator, cctv surveillance",70.0,m²,753.47,12210.17,6,1,January,2026,5.654414563146205
1 Bedroom Apartment / Flat,westlands,1.0,1.0,58 m²,8100000,Apartment / Flat,2026-01-24,"rooftop swimming pool with panoramic views, stateoftheart gym with 360 glass windows, rooftop coffee bar  bbq area, childrens play area, highsecurity system cctv, intercom, electric fence, 247 manned security, borehole  backup generator, onsite laundry mat, walking distance to major business hubs, malls, dining, hospitals, and schools, why oak west residency, elegant modern architecture with functional layouts, excellent rental yields  capital appreciation potential, ideal for professionals, expatriates  families, book your unit today, call or whatsapp 254 721 514314",58.0,m²,624.31,12974.32,22,1,January,2026,5.654414563146205
3 Bedroom Apartment / Flat,westlands,3.0,4.0,178 m²,22200000,Apartment / Flat,2026-02-07,"luckinn ivy residence offers a comprehensive lifestyle experience with resortstyle facilities designed for comfort, leisure, and convenience, wellness  social, heated swimming pool for recreation and relaxation, fully equipped gym with modern fitness equipment, childrens play area and leisure space, coffee bar, lounge  clubhouse  perfect for socialising, work  convenience, office and coworking spaces for remote work or meetings, security  utilities, 247 security with cctv and controlled access, backup generator and borehole water supply, highspeed elevators, perfectly positioned for easy access to, top business hubs and corporate offices, shopping malls such as westgate and sarit centre",178.0,m²,1915.97,11586.82,18,2,February,2026,5.654414563146205
2 Bedroom Apartment / Flat,kilimani,2.0,2.0,117 m²,14700000,Apartment / Flat,2026-01-25,"10 highspeed elevators, events  community center, kids play zone with cycling track, heated swimming pool for allseason relaxation, fully equipped gym for active living, cctv surveillance  247 security with intercom access, reliable borehole  county water connection, elegant light fixtures  large windows for ample natural light, modern fitted kitchens with premium appliances, extended balconies offering scenic city views, available units  prices, why invest here, high rental yields perfect for investors seeking strong returns through serviced or longterm rentals, luxury urban living designed for those who value comfort, convenience, and a dynamic city lifestyle",117.0,m²,1259.38,11672.41,16,1,January,2026,4.936608046681177
1 Bedroom Apartment / Flat,riverside,1.0,1.0,60 m²,7200000,Apartment / Flat,2026-01-23,"1 bedroom 6081sqm  from ksh 72m to 1092m, 2 bedroom  block c 84sqm  from ksh 1008m to 1092m, 2 bedroom  block b 114117sqm  from ksh 1368m to 1521m, 2 bedroom  dsq  block a 129sqm  from ksh 1561m to 1677m, 3 bedroom  block a 174sqm  from ksh 2105m to 2262m, swimming pool, fully equipped gym, backup generator, borehole  reliable water supply, highspeed lifts, 247 security, cctv  access control, childrens play area, modern kitchen  premium finishes, green landscaped spaces, residents lounge  social areas",60.0,m²,645.83,11148.44,16,1,January,2026,5.982157225591536
1 Bedroom Apartment / Flat,westlands,1.0,1.0,56 m²,6800000,Apartment / Flat,2026-02-07,"luminara elevates everyday living with resortstyle facilities, infinity rooftop pool with spectacular city views, sky lounge  rooftop dining club  perfect for entertaining, stylish caf  business lounge for work and leisure, fully equipped gym  wellness studio, concierge reception with grand lobby and hotelstyle service, reliable backup power  water supply, four highspeed elevators for seamless movement, sarit centre  westgate shopping mall, major corporate offices and business hubs, premier hospitals like mp shah  aga khan university hospital, popular restaurants, cafs, and entertainment spots",56.0,m²,602.78,11281.06,14,2,February,2026,5.654414563146205
4 Bedroom Apartment / Flat,lavington,4.0,4.0,130 m²,13000000,Apartment / Flat,2026-01-29,none,130.0,m²,1399.31,9290.29,1,1,January,2026,5.324669724932856
2 Bedroom Apartment / Flat,kileleshwa,2.0,2.0,80 m²,7150000,Apartment / Flat,2026-01-20,none,80.0,m²,861.11,8303.24,1,1,January,2026,3.997772791838036
4 Bedroom Apartment / Flat,kileleshwa,4.0,4.0,130 m²,13000000,Apartment / Flat,2026-01-29,none,130.0,m²,1399.31,9290.29,1,1,January,2026,3.997772791838036
3 Bedroom Apartment / Flat,syokimau,3.0,3.0,136 m²,10500000,Apartment / Flat,2026-01-25,none,136.0,m²,1463.89,7172.67,1,1,January,2026,13.59692712262327
4 Bedroom Apartment / Flat,westlands,4.0,4.0,150 m²,15000000,Apartment / Flat,2026-01-28,none,150.0,m²,1614.58,9290.34,1,1,January,2026,5.654414563146205
4 Bedroom Apartment / Flat,westlands,4.0,5.5,202 m²,27000000,Apartment / Flat,2026-01-23,"life at amani residence extends beyond your apartment  enjoy a collection of luxury facilities designed for wellness, recreation, and community living, fully equipped gym  stay active with convenience, two heated infinity pools  perfect for relaxation and fitness, childrens playgrounds  safe and fun spaces for little ones, yoga studio  calm, wellnessfocused retreat, reading lounge  community library  quiet spaces for learning and leisure, borehole water  purifier  clean, reliable water supply, full backup generator  continuous power supply, 247 security with cctv  total peace of mind, bbq area  relaxation zone  ideal for family and community gatherings, carpedestrian separation  enhanced safety and comfort",202.0,m²,2174.31,12417.73,15,1,January,2026,5.654414563146205
Industrial Property,industrial area,2.0,2.0,1 acres,40000000,Industrial Property,2026-02-17,none,1.0,acres,43560.0,918.27,1,2,February,2026,3.4662828052347376
2 Bedroom Apartment / Flat,westlands,2.0,2.0,118 m²,18000000,Apartment / Flat,2026-02-21,none,118.0,m²,1270.14,14171.67,1,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,kileleshwa,1.0,1.0,51 m²,4720000,Apartment / Flat,2026-01-22,"rooftop swimming pool, rooftop gym, caf  restaurant, residents lounge, landscaped terrace deck  courtyard, patio gaming zone, borehole water supply, backup generator, smart lock access system, childrens play area, highspeed lifts, reception and lobby area, 247 security, gs arcade mall  2 minutes drive, quickmart junction  5 minutes drive, lavington mall  7 minutes drive, yaya centre  9 minutes drive, ideal for rental investment or owneroccupation in a prime kileleshwa location, contact whatsapp 254721514314",51.0,m²,548.96,8598.08,19,1,January,2026,3.997772791838036
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,200 m²,20100000,Apartment / Flat,2026-02-09,none,200.0,m²,2152.78,9336.76,1,2,February,2026,4.936608046681177
4 Bedroom Apartment / Flat,kilimani,4.0,4.0,130 m²,13000000,Apartment / Flat,2026-01-26,none,130.0,m²,1399.31,9290.29,1,1,January,2026,4.936608046681177
3 Bedroom Apartment / Flat,kileleshwa,3.0,3.0,160 m²,13600000,Apartment / Flat,2026-01-28,"the future of luxury living in kileleshwa is just around the corner, and you can be a part of it dont miss out on this opportunity",160.0,m²,1722.22,7896.78,2,1,January,2026,3.997772791838036
1 Bedroom Apartment / Flat,westlands,1.0,1.0,56 m²,9000000,Apartment / Flat,2026-02-03,"fully equipped gym, heated swimming pool, childrens playground, residents recreation club, yoga room, reading lounge, coffee bar, 24hour security with cctv surveillance, borehole water with purification system, full backup generator, nearby public facilities  conveniences, shopping  lifestyle, sarit centre, westgate mall, gtc mall, the mall, one africa place, dining, hotels  entertainment, mvenpick hotel, kempinski hotel, artcaff, the alchemist, urban eatery, healthcare, mp shah hospital, aga khan university hospital, education, oshwal academy, business  commercial hubs, riverside corporate offices, parklands business zone, accessibility",56.0,m²,602.78,14930.82,33,2,February,2026,5.654414563146205
1 Bedroom Apartment / Flat,upper hill,1.0,1.0,70 m²,7900000,Apartment / Flat,2026-02-19,"rooftop heated swimming pool, fully equipped gym, steam and sauna, children play area, full back up generator, shopping mart, public reading room, 2 lifts per block, for viewing and more information  call whatsapp  on 0724415336",70.0,m²,753.47,10484.82,9,2,February,2026,1.870362631801818
1 Bedroom Apartment / Flat,kilimani,1.0,1.0,62 m²,6820000,Apartment / Flat,2026-01-20,"inside the apartments, spacious openplan layouts with natural light, modern fitted kitchens with premium cabinetry, ensuite bedrooms finished with elegance, dsq available in select 2  3bedroom units, balconies with leafy and city views, heated rooftop swimming pool, gym and yoga studio, coffee bar and coworking space, indoor childrens play area, cctv, smart access and 247 security, borehole water, ample storage and backup generator, 1 bedroom apartments, 2 bedroom apartments, 3 bedroom  dsq, cash payment, balance shall be paid within 30 days",62.0,m²,667.36,10219.37,19,1,January,2026,4.936608046681177
